Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Mês (Código),Mês,Variável (Código),Variável
3,Unidade da Federação,,,...,35,São Paulo,200602,fevereiro 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200603,março 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200603,março 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200603,março 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,276768138.79,35,São Paulo,200603,março 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,244934550.46,35,São Paulo,200603,março 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,353538300.65,35,São Paulo,200603,março 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200603,março 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200603,março 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200603,março 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200604,abril 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200604,abril 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200604,abril 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,277044906.93,35,São Paulo,200604,abril 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,245399926.10,35,São Paulo,200604,abril 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,353538300.65,35,São Paulo,200604,abril 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200604,abril 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200604,abril 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200604,abril 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200605,maio 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200605,maio 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200605,maio 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,283416939.79,35,São Paulo,200605,maio 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,245547166.06,35,São Paulo,200605,maio 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,371144508.03,35,São Paulo,200605,maio 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200605,maio 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200605,maio 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200605,maio 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200606,junho 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200606,junho 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200606,junho 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,284465582.47,35,São Paulo,200606,junho 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,245596275.49,35,São Paulo,200606,junho 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,374002320.74,35,São Paulo,200606,junho 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200606,junho 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200606,junho 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200606,junho 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200607,julho 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200607,julho 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200607,julho 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,285176746.42,35,São Paulo,200607,julho 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,245989229.53,35,São Paulo,200607,julho 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,375348729.09,35,São Paulo,200607,julho 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200607,julho 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200607,julho 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200607,julho 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200608,agosto 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200608,agosto 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200608,agosto 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,285575993.87,35,São Paulo,200608,agosto 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,247391368.14,35,São Paulo,200608,agosto 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,374035008.54,35,São Paulo,200608,agosto 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200608,agosto 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200608,agosto 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200608,agosto 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200609,setembro 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200609,setembro 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200609,setembro 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,285775897.06,35,São Paulo,200609,setembro 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,246970802.82,35,São Paulo,200609,setembro 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,375381534.57,35,São Paulo,200609,setembro 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200609,setembro 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200609,setembro 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200609,setembro 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200610,outubro 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200610,outubro 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200610,outubro 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,285918785.01,35,São Paulo,200610,outubro 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,247217773.62,35,São Paulo,200610,outubro 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,375381534.57,35,São Paulo,200610,outubro 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200610,outubro 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200610,outubro 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200610,outubro 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200611,novembro 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200611,novembro 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200611,novembro 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,286776541.37,35,São Paulo,200611,novembro 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,248626914.93,35,São Paulo,200611,novembro 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,375381534.57,35,São Paulo,200611,novembro 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200611,novembro 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200611,novembro 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200611,novembro 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200612,dezembro 2006,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200612,dezembro 2006,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200612,dezembro 2006,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,287120673.22,35,São Paulo,200612,dezembro 2006,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,249198756.83,35,São Paulo,200612,dezembro 2006,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,375381534.57,35,São Paulo,200612,dezembro 2006,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200612,dezembro 2006,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200612,dezembro 2006,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200612,dezembro 2006,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200701,janeiro 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200701,janeiro 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200701,janeiro 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,287493930.09,35,São Paulo,200701,janeiro 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,249796833.85,35,São Paulo,200701,janeiro 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,375381534.57,35,São Paulo,200701,janeiro 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200701,janeiro 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200701,janeiro 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200701,janeiro 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200702,fevereiro 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200702,fevereiro 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200702,fevereiro 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,288500158.85,35,São Paulo,200702,fevereiro 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,250646143.08,35,São Paulo,200702,fevereiro 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,376770446.25,35,São Paulo,200702,fevereiro 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200702,fevereiro 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200702,fevereiro 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200702,fevereiro 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200703,março 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200703,março 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200703,março 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,289019459.13,35,São Paulo,200703,março 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,251498339.97,35,São Paulo,200703,março 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,376770446.25,35,São Paulo,200703,março 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200703,março 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200703,março 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200703,março 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200704,abril 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200704,abril 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200704,abril 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,289221772.75,35,São Paulo,200704,abril 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,251825287.81,35,São Paulo,200704,abril 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,376770446.25,35,São Paulo,200704,abril 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200704,abril 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200704,abril 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200704,abril 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200705,maio 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200705,maio 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200705,maio 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,294080698.54,35,São Paulo,200705,maio 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,250163240.91,35,São Paulo,200705,maio 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,393235314.75,35,São Paulo,200705,maio 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200705,maio 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200705,maio 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200705,maio 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200706,junho 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200706,junho 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200706,junho 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,295286429.40,35,São Paulo,200706,junho 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,250463436.80,35,São Paulo,200706,junho 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,396066609.02,35,São Paulo,200706,junho 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200706,junho 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200706,junho 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200706,junho 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200707,julho 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200707,julho 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200707,julho 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,295581715.83,35,São Paulo,200707,julho 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,250964363.68,35,São Paulo,200707,julho 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,396066609.02,35,São Paulo,200707,julho 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200707,julho 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200707,julho 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200707,julho 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200708,agosto 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200708,agosto 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200708,agosto 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,296231995.61,35,São Paulo,200708,agosto 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,252018414.00,35,São Paulo,200708,agosto 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,396066609.02,35,São Paulo,200708,agosto 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200708,agosto 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200708,agosto 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200708,agosto 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200709,setembro 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200709,setembro 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200709,setembro 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,297268807.59,35,São Paulo,200709,setembro 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,253681735.54,35,São Paulo,200709,setembro 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,396066609.02,35,São Paulo,200709,setembro 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200709,setembro 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200709,setembro 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200709,setembro 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200710,outubro 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200710,outubro 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200710,outubro 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,298279521.54,35,São Paulo,200710,outubro 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,255356034.99,35,São Paulo,200710,outubro 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,396066609.02,35,São Paulo,200710,outubro 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200710,outubro 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200710,outubro 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200710,outubro 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200711,novembro 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200711,novembro 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200711,novembro 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,299472639.62,35,São Paulo,200711,novembro 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,257373347.67,35,São Paulo,200711,novembro 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,395947789.03,35,São Paulo,200711,novembro 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200711,novembro 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200711,novembro 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200711,novembro 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200712,dezembro 2007,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200712,dezembro 2007,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200712,dezembro 2007,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,300161426.69,35,São Paulo,200712,dezembro 2007,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,258402841.06,35,São Paulo,200712,dezembro 2007,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,396066573.37,35,São Paulo,200712,dezembro 2007,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200712,dezembro 2007,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200712,dezembro 2007,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200712,dezembro 2007,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200801,janeiro 2008,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200801,janeiro 2008,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200801,janeiro 2008,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,301962395.25,35,São Paulo,200801,janeiro 2008,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,261426154.30,35,São Paulo,200801,janeiro 2008,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,395947753.40,35,São Paulo,200801,janeiro 2008,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200801,janeiro 2008,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200801,janeiro 2008,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200801,janeiro 2008,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200802,fevereiro 2008,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200802,fevereiro 2008,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200802,fevereiro 2008,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,303230637.31,35,São Paulo,200802,fevereiro 2008,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,263491420.92,35,São Paulo,200802,fevereiro 2008,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,395947753.40,35,São Paulo,200802,fevereiro 2008,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200802,fevereiro 2008,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200802,fevereiro 2008,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200802,fevereiro 2008,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200803,março 2008,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200803,março 2008,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200803,março 2008,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,303958390.84,35,São Paulo,200803,março 2008,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,264677132.31,35,São Paulo,200803,março 2008,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,395947753.40,35,São Paulo,200803,março 2008,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200803,março 2008,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200803,março 2008,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200803,março 2008,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200804,abril 2008,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200804,abril 2008,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200804,abril 2008,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,304839870.18,35,São Paulo,200804,abril 2008,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,266132856.54,35,São Paulo,200804,abril 2008,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,395947753.40,35,São Paulo,200804,abril 2008,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200804,abril 2008,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200804,abril 2008,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,200804,abril 2008,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,200805,maio 2008,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200805,maio 2008,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,200805,maio 2008,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,316698141.13,35,São Paulo,200805,maio 2008,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,266957868.39,35,São Paulo,200805,maio 2008,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,427781952.77,35,São Paulo,200805,maio 2008,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,200805,maio 2008,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,200805,maio 2008,1197,Custo médio m² - variação percentual no ano
