Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Mês (Código),Mês,Variável (Código),Variável
3,Unidade da Federação,,,...,35,São Paulo,198911,novembro 1989,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198911,novembro 1989,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198911,novembro 1989,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198911,novembro 1989,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198911,novembro 1989,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198912,dezembro 1989,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198912,dezembro 1989,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198912,dezembro 1989,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,542.88,35,São Paulo,198912,dezembro 1989,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198912,dezembro 1989,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198912,dezembro 1989,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198912,dezembro 1989,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198912,dezembro 1989,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198912,dezembro 1989,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199001,janeiro 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199001,janeiro 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199001,janeiro 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,818.72,35,São Paulo,199001,janeiro 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199001,janeiro 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199001,janeiro 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199001,janeiro 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199001,janeiro 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199001,janeiro 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199002,fevereiro 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199002,fevereiro 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199002,fevereiro 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,1402.71,35,São Paulo,199002,fevereiro 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199002,fevereiro 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199002,fevereiro 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199002,fevereiro 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199002,fevereiro 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199002,fevereiro 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199003,março 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199003,março 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199003,março 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,2594.18,35,São Paulo,199003,março 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199003,março 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199003,março 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199003,março 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199003,março 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199003,março 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199004,abril 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199004,abril 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199004,abril 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,2910.92,35,São Paulo,199004,abril 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199004,abril 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199004,abril 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199004,abril 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199004,abril 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199004,abril 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199005,maio 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199005,maio 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199005,maio 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,2809.04,35,São Paulo,199005,maio 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199005,maio 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199005,maio 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199005,maio 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199005,maio 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199005,maio 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199006,junho 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199006,junho 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199006,junho 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,2913.26,35,São Paulo,199006,junho 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199006,junho 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199006,junho 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199006,junho 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199006,junho 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199006,junho 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199007,julho 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199007,julho 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199007,julho 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,3175.16,35,São Paulo,199007,julho 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199007,julho 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199007,julho 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199007,julho 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199007,julho 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199007,julho 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199008,agosto 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199008,agosto 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199008,agosto 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,3760.02,35,São Paulo,199008,agosto 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199008,agosto 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199008,agosto 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199008,agosto 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199008,agosto 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199008,agosto 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199009,setembro 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199009,setembro 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199009,setembro 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,4045.79,35,São Paulo,199009,setembro 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199009,setembro 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199009,setembro 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199009,setembro 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199009,setembro 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199009,setembro 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199010,outubro 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199010,outubro 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199010,outubro 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,4368.24,35,São Paulo,199010,outubro 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199010,outubro 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199010,outubro 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199010,outubro 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199010,outubro 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199010,outubro 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199011,novembro 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199011,novembro 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199011,novembro 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,4774.48,35,São Paulo,199011,novembro 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199011,novembro 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199011,novembro 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199011,novembro 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199011,novembro 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199011,novembro 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199012,dezembro 1990,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199012,dezembro 1990,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199012,dezembro 1990,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,5577.07,35,São Paulo,199012,dezembro 1990,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199012,dezembro 1990,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199012,dezembro 1990,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199012,dezembro 1990,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199012,dezembro 1990,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199012,dezembro 1990,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199101,janeiro 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199101,janeiro 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199101,janeiro 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,6230.70,35,São Paulo,199101,janeiro 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199101,janeiro 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199101,janeiro 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199101,janeiro 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199101,janeiro 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199101,janeiro 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199102,fevereiro 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199102,fevereiro 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199102,fevereiro 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,7586.51,35,São Paulo,199102,fevereiro 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199102,fevereiro 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199102,fevereiro 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199102,fevereiro 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199102,fevereiro 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199102,fevereiro 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199103,março 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199103,março 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199103,março 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,8247.29,35,São Paulo,199103,março 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199103,março 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199103,março 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199103,março 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199103,março 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199103,março 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199104,abril 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199104,abril 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199104,abril 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,8625.84,35,São Paulo,199104,abril 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199104,abril 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199104,abril 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199104,abril 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199104,abril 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199104,abril 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199105,maio 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199105,maio 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199105,maio 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,9371.98,35,São Paulo,199105,maio 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199105,maio 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199105,maio 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199105,maio 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199105,maio 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199105,maio 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199106,junho 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199106,junho 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199106,junho 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,11326.97,35,São Paulo,199106,junho 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199106,junho 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199106,junho 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199106,junho 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199106,junho 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199106,junho 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199107,julho 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199107,julho 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199107,julho 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,12765.50,35,São Paulo,199107,julho 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199107,julho 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199107,julho 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199107,julho 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199107,julho 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199107,julho 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199108,agosto 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199108,agosto 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199108,agosto 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,14910.10,35,São Paulo,199108,agosto 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199108,agosto 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199108,agosto 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199108,agosto 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199108,agosto 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199108,agosto 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199109,setembro 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199109,setembro 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199109,setembro 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,17309.13,35,São Paulo,199109,setembro 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199109,setembro 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199109,setembro 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199109,setembro 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199109,setembro 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199109,setembro 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199110,outubro 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199110,outubro 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199110,outubro 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,21496.21,35,São Paulo,199110,outubro 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199110,outubro 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199110,outubro 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199110,outubro 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199110,outubro 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199110,outubro 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199111,novembro 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199111,novembro 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199111,novembro 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,26878.86,35,São Paulo,199111,novembro 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199111,novembro 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199111,novembro 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199111,novembro 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199111,novembro 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199111,novembro 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199112,dezembro 1991,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199112,dezembro 1991,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199112,dezembro 1991,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,34714.05,35,São Paulo,199112,dezembro 1991,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199112,dezembro 1991,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199112,dezembro 1991,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199112,dezembro 1991,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199112,dezembro 1991,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199112,dezembro 1991,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199201,janeiro 1992,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199201,janeiro 1992,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199201,janeiro 1992,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,40795.96,35,São Paulo,199201,janeiro 1992,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199201,janeiro 1992,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199201,janeiro 1992,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199201,janeiro 1992,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199201,janeiro 1992,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199201,janeiro 1992,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199202,fevereiro 1992,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199202,fevereiro 1992,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199202,fevereiro 1992,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,55539.61,35,São Paulo,199202,fevereiro 1992,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199202,fevereiro 1992,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199202,fevereiro 1992,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,199202,fevereiro 1992,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,199202,fevereiro 1992,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,199202,fevereiro 1992,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,199203,março 1992,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199203,março 1992,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,199203,março 1992,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,70229.84,35,São Paulo,199203,março 1992,49,Custo médio m² - número-índice
