Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Mês (Código),Mês,Variável (Código),Variável,Tipos de índice (Código),Tipos de índice,Atividades de serviços (Código),Atividades de serviços
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201101,janeiro 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201101,janeiro 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201101,janeiro 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201101,janeiro 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201101,janeiro 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201101,janeiro 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201102,fevereiro 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201102,fevereiro 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201102,fevereiro 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201102,fevereiro 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201102,fevereiro 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201102,fevereiro 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201103,março 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201103,março 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201103,março 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201103,março 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201103,março 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201103,março 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201104,abril 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201104,abril 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201104,abril 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201104,abril 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201104,abril 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201104,abril 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201105,maio 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201105,maio 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201105,maio 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201105,maio 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201105,maio 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201105,maio 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201106,junho 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201106,junho 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201106,junho 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201106,junho 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201106,junho 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201106,junho 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201107,julho 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201107,julho 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201107,julho 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201107,julho 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201107,julho 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201107,julho 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201108,agosto 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201108,agosto 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201108,agosto 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201108,agosto 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201108,agosto 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201108,agosto 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201109,setembro 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201109,setembro 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201109,setembro 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201109,setembro 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201109,setembro 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201109,setembro 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201110,outubro 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201110,outubro 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201110,outubro 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201110,outubro 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201110,outubro 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201110,outubro 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201111,novembro 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201111,novembro 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201111,novembro 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201111,novembro 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201111,novembro 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201111,novembro 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201112,dezembro 2011,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201112,dezembro 2011,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201112,dezembro 2011,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201112,dezembro 2011,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201112,dezembro 2011,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201112,dezembro 2011,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201201,janeiro 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201201,janeiro 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201201,janeiro 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201201,janeiro 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201201,janeiro 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201201,janeiro 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201202,fevereiro 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201202,fevereiro 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201202,fevereiro 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201202,fevereiro 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201202,fevereiro 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201202,fevereiro 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201203,março 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201203,março 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201203,março 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201203,março 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201203,março 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201203,março 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201204,abril 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201204,abril 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201204,abril 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201204,abril 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201204,abril 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201204,abril 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201205,maio 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201205,maio 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201205,maio 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201205,maio 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201205,maio 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201205,maio 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201206,junho 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201206,junho 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201206,junho 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201206,junho 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201206,junho 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201206,junho 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201207,julho 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201207,julho 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201207,julho 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201207,julho 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201207,julho 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201207,julho 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201208,agosto 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201208,agosto 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201208,agosto 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201208,agosto 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201208,agosto 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201208,agosto 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201209,setembro 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201209,setembro 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201209,setembro 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201209,setembro 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201209,setembro 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201209,setembro 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201210,outubro 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201210,outubro 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201210,outubro 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201210,outubro 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201210,outubro 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201210,outubro 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201211,novembro 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201211,novembro 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201211,novembro 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201211,novembro 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201211,novembro 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,,,...,35,São Paulo,201211,novembro 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201212,dezembro 2012,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201212,dezembro 2012,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201212,dezembro 2012,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201212,dezembro 2012,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201212,dezembro 2012,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201212,dezembro 2012,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201301,janeiro 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201301,janeiro 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201301,janeiro 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201301,janeiro 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201301,janeiro 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201301,janeiro 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201302,fevereiro 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201302,fevereiro 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201302,fevereiro 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201302,fevereiro 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201302,fevereiro 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201302,fevereiro 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201303,março 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201303,março 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201303,março 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201303,março 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201303,março 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201303,março 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201304,abril 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201304,abril 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201304,abril 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201304,abril 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201304,abril 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201304,abril 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201305,maio 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201305,maio 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201305,maio 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201305,maio 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201305,maio 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201305,maio 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201306,junho 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201306,junho 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201306,junho 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201306,junho 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201306,junho 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201306,junho 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201307,julho 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
